order_item_id,order_id,product_id,quantity
1663,682,7,3
1664,683,13,2
1665,683,10,4
1666,683,19,3
1667,683,15,5
1668,684,17,2
1669,685,15,2
1670,685,3,5
1671,685,17,5
1672,685,4,2
1673,686,14,2
1674,686,11,4
1675,686,15,5
1676,686,1,2
1677,687,3,1
1678,687,9,1
1679,687,11,1
1680,687,6,4
1681,688,3,5
1682,688,17,5
1683,688,13,2
1684,689,18,3
1685,689,13,5
1686,689,2,2
1687,689,6,2
1688,690,6,4
1689,690,2,3
1690,691,15,1
1691,691,10,2
1692,691,6,2
1693,692,20,3
1694,693,15,4
1695,694,18,2
1696,694,1,5
1697,694,16,4
1698,694,8,4
1699,695,15,5
1700,695,3,3
1701,695,1,5
1702,695,8,5
1703,696,2,2
1704,696,6,1
1705,697,2,5
1706,697,5,5
1707,697,20,3
1708,698,3,4
1709,698,2,2
1710,698,4,2
1711,699,20,2
1712,699,19,4
1713,699,18,5
1714,700,2,3
1715,700,3,3
1716,700,10,4
1717,701,14,5
1718,702,10,4
1719,703,4,3
1720,703,9,5
1721,704,17,1
1722,704,7,5
1723,704,19,5
1724,704,2,1
1725,705,20,3
1726,705,10,5
1727,705,14,5
1728,705,11,5
1729,706,5,5
1730,706,19,4
1731,706,16,4
1732,707,20,3
1733,707,8,2
1734,708,4,1
1735,709,4,1
1736,709,7,3
1737,709,14,3
1738,709,18,5
1739,710,1,3
1740,710,7,3
1741,711,10,3
1742,712,1,3
1743,712,4,4
1744,712,11,5
1745,713,6,2
1746,714,11,1
1747,714,16,2
1748,714,19,4
1749,715,15,3
1750,715,18,4
1751,716,2,5
1752,716,17,5
1753,716,10,1
1754,716,11,2
1755,717,12,3
1756,717,3,1
1757,717,5,3
1758,718,18,5
1759,718,6,1
1760,718,13,3
1761,718,19,3
1762,719,9,4
1763,720,16,2
1764,721,15,5
1765,721,10,3
1766,721,7,2
1767,722,12,1
1768,723,3,5
1769,723,15,1
1770,724,17,4
1771,724,5,5
1772,724,7,3
1773,724,11,3
1774,725,4,2
1775,725,17,2
1776,726,15,4
1777,727,1,3
1778,728,20,1
1779,729,15,5
1780,729,2,3
1781,729,4,1
1782,730,7,2
1783,730,11,3
1784,730,20,3
1785,731,15,2
1786,731,4,2
1787,731,9,3
1788,732,1,5
1789,733,7,5
1790,734,18,2
1791,734,11,3
1792,734,9,5
1793,735,6,3
1794,735,3,5
1795,736,18,2
1796,736,15,1
1797,736,2,4
1798,737,4,4
1799,738,3,4
1800,739,6,3
1801,739,19,3
1802,739,15,2
1803,739,12,5
1804,740,15,5
1805,741,3,1
1806,741,15,4
1807,742,15,2
1808,742,16,2
1809,742,8,5
1810,743,12,3
1811,743,13,3
1812,743,6,4
1813,744,1,3
1814,744,3,4
1815,744,16,4
1816,744,4,2
1817,745,12,5
1818,745,19,1
1819,745,5,4
1820,746,11,5
1821,747,10,5
1822,748,13,5
1823,748,19,2
1824,748,14,5
1825,748,8,2
1826,749,13,5
1827,749,3,4
1828,749,11,4
1829,749,7,5
1830,750,18,1
1831,750,8,5
1832,750,6,4
1833,751,19,5
1834,752,11,2
1835,752,18,3
1836,752,4,4
1837,752,15,1
1838,753,20,4
1839,754,16,2
1840,754,2,2
1841,754,3,5
1842,755,5,2
1843,756,18,2
1844,756,10,2
1845,756,13,3
1846,756,15,3
1847,757,14,5
1848,757,12,1
1849,757,3,5
1850,758,5,5
1851,758,10,1
1852,758,2,1
1853,758,12,5
1854,759,4,2
1855,759,10,4
1856,759,1,5
1857,760,11,4
1858,760,13,5
1859,760,19,2
1860,760,18,2
1861,761,5,3
1862,761,7,4
1863,761,18,2
1864,761,13,3
1865,762,5,1
1866,762,1,1
1867,763,16,2
1868,763,14,1
1869,764,14,5
1870,764,15,4
1871,765,15,4
1872,765,17,5
1873,766,13,4
1874,766,12,5
1875,766,8,1
1876,766,6,5
1877,767,8,5
1878,767,17,5
1879,767,9,3
1880,767,14,1
1881,768,19,4
1882,769,4,1
1883,769,19,2
1884,769,16,5
1885,770,15,5
1886,770,17,5
1887,770,3,1
1888,771,16,5
1889,771,3,5
1890,772,20,5
1891,772,2,1
1892,772,11,4
1893,773,17,3
1894,773,16,3
1895,773,11,3
1896,773,14,2
1897,774,20,3
1898,775,2,5
1899,775,16,1
1900,775,6,3
1901,776,10,4
1902,777,5,5
1903,778,9,3
1904,779,20,3
1905,779,9,3
1906,780,4,5
1907,781,19,4
1908,781,5,3
1909,782,9,4
1910,782,8,2
1911,783,11,1
1912,784,20,4
1913,784,5,4
1914,785,8,5
1915,785,15,3
1916,785,6,1
1917,785,7,3
1918,786,2,2
1919,787,13,5
1920,787,16,2
1921,787,10,4
1922,787,19,4
1923,788,9,1
1924,788,5,3
1925,788,17,4
1926,788,14,4
1927,789,17,5
1928,789,2,3
1929,789,4,4
1930,790,11,1
1931,790,9,3
1932,790,19,5
1933,791,15,3
1934,791,8,2
1935,791,7,3
1936,791,17,5
1937,792,1,1
1938,793,14,1
1939,794,15,3
1940,795,10,2
1941,795,9,1
1942,796,20,1
1943,797,20,2
1944,798,4,1
1945,799,13,2
1946,799,19,1
1947,800,9,4
1948,800,10,1
1949,801,9,2
1950,801,14,1
1951,801,11,3
1952,801,20,1
1953,802,13,3
1954,802,11,2
1955,802,2,4
1956,802,9,1
1957,803,7,1
1958,803,13,2
1959,803,6,5
1960,803,16,4
1961,804,20,4
1962,804,4,3
1963,805,2,1
1964,806,19,3
1965,807,1,1
1966,807,16,4
1967,807,5,3
1968,807,20,2
1969,808,13,5
1970,808,19,4
1971,808,1,4
1972,809,13,1
1973,809,3,4
1974,809,18,4
1975,809,8,1
1976,810,11,1
1977,810,10,1
1978,810,13,3
1979,811,3,2
1980,811,15,2
1981,811,10,5
1982,812,13,2
1983,813,13,4
1984,813,4,1
1985,813,12,4
1986,814,5,2
1987,814,2,1
1988,815,16,1
1989,815,13,5
1990,816,16,1
1991,816,18,1
1992,816,15,3
1993,817,11,1
1994,818,4,5
1995,818,7,2
1996,818,17,5
1997,818,15,2
1998,819,2,2
1999,820,1,2
2000,820,16,1
2001,820,2,2
2002,820,8,1
2003,821,4,5
2004,821,15,1
2005,821,6,1
2006,822,16,5
2007,823,3,4
2008,823,7,3
2009,824,11,3
2010,824,4,2
2011,824,18,1
2012,824,5,5
2013,825,11,1
2014,825,3,3
2015,826,14,3
2016,826,6,5
2017,827,15,5
2018,827,8,1
2019,828,4,2
2020,828,13,1
2021,829,3,1
2022,829,1,5
2023,829,19,3
2024,829,6,4
2025,830,5,5
2026,830,7,4
2027,830,20,4
2028,830,9,2
2029,831,20,5
2030,831,2,2
2031,832,20,4
2032,832,3,1
2033,832,10,5
2034,832,12,2
2035,833,4,1
2036,833,17,5
2037,834,18,4
2038,834,17,2
2039,834,8,3
2040,835,7,1
2041,836,16,2
2042,836,20,2
2043,837,2,3
2044,838,7,3
2045,838,14,5
2046,838,9,4
2047,839,4,1
2048,840,6,4
2049,840,1,5
2050,841,3,2
2051,842,19,2
2052,842,20,3
2053,842,11,2
2054,842,14,1
2055,843,8,4
2056,843,4,2
2057,843,20,4
2058,844,3,5
2059,844,16,4
2060,845,14,2
2061,846,20,2
2062,846,15,4
2063,847,5,3
2064,847,15,3
2065,847,7,2
2066,848,5,3
2067,848,2,2
2068,848,19,1
2069,849,15,2
2070,849,14,3
2071,849,6,5
2072,849,11,2
2073,850,19,2
2074,850,18,1
2075,851,17,4
2076,851,16,3
2077,851,7,1
2078,851,19,4
2079,852,8,4
2080,852,11,5
2081,853,19,5
2082,853,5,1
2083,854,2,1
2084,854,20,4
2085,854,16,5
2086,854,17,4
2087,855,4,1
2088,855,15,5
2089,855,16,1
2090,855,8,4
2091,856,5,3
2092,856,12,2
2093,857,1,4
2094,858,6,4
2095,858,15,4
2096,858,1,2
2097,859,6,1
2098,859,12,4
2099,859,15,3
2100,859,1,5
2101,860,10,4
2102,861,20,1
2103,861,18,5
2104,861,7,3
2105,862,17,3
2106,863,4,4
2107,864,15,3
2108,864,2,2
2109,864,12,5
2110,865,18,2
2111,866,11,5
2112,866,8,1
2113,867,19,3
2114,867,7,3
2115,867,8,5
2116,867,11,4
2117,868,2,3
2118,868,3,4
2119,868,12,4
2120,869,16,5
2121,870,15,2
2122,870,12,4
2123,870,3,1
2124,871,13,2
2125,872,3,3
2126,872,4,1
2127,872,6,2
2128,873,5,3
2129,873,7,4
2130,873,17,5
2131,873,1,2
2132,874,12,3
2133,874,14,2
2134,874,15,1
2135,874,1,1
2136,875,17,4
2137,875,11,5
2138,876,11,5
2139,876,16,4
2140,876,17,4
2141,877,19,2
2142,877,5,3
2143,877,10,2
2144,878,12,3
2145,878,10,3
2146,878,2,4
2147,878,5,2
2148,879,18,2
2149,879,10,2
2150,880,6,1
2151,880,8,1
2152,881,19,3
2153,881,5,3
2154,881,15,2
2155,882,18,3
2156,882,2,3
2157,883,12,5
2158,883,15,2
2159,884,4,4
2160,884,1,2
2161,884,13,4
2162,885,5,5
2163,885,1,3
2164,885,18,3
2165,886,10,3
2166,886,19,1
2167,886,5,4
2168,886,15,1
2169,887,18,3
2170,887,4,1
2171,888,20,1
2172,888,8,3
2173,888,15,1
2174,888,12,5
2175,889,19,2
2176,889,17,3
2177,890,1,5
2178,890,3,4
2179,891,17,4
2180,892,16,5
2181,892,11,5
2182,893,12,4
2183,894,14,4
2184,894,12,3
2185,895,10,3
2186,896,10,1
2187,896,15,2
2188,896,18,4
2189,897,15,4
2190,897,10,2
2191,897,6,5
2192,897,14,5
2193,898,5,2
2194,899,16,1
2195,899,17,5
2196,899,11,4
2197,900,1,4
2198,901,14,4
2199,901,6,5
2200,901,18,2
2201,902,6,3
2202,902,13,5
2203,903,2,5
2204,903,10,4
2205,903,19,2
2206,903,16,1
2207,904,5,3
2208,905,16,4
2209,905,4,2
2210,905,10,4
2211,906,1,3
2212,906,4,4
2213,907,20,3
2214,908,19,1
2215,908,14,3
2216,908,9,5
2217,908,16,5
2218,909,9,2
2219,910,5,3
2220,911,5,3
2221,911,12,3
2222,911,6,4
2223,911,2,3
2224,912,10,3
2225,913,17,2
2226,914,4,5
2227,914,6,3
2228,915,10,1
2229,915,9,5
2230,915,12,5
2231,916,5,5
2232,916,1,3
2233,916,20,3
2234,917,14,2
2235,917,11,2
2236,917,6,5
2237,917,4,2
2238,918,18,5
2239,918,17,5
2240,919,14,4
2241,920,4,2
2242,921,16,3
2243,922,12,5
2244,922,5,5
2245,922,15,3
2246,923,10,1
2247,923,1,2
2248,924,5,3
2249,924,8,2
2250,925,5,4
2251,925,3,1
2252,926,1,4
2253,927,2,5
2254,927,7,5
2255,927,4,1
2256,927,20,4
2257,928,9,1
2258,929,10,1
2259,930,4,5
2260,931,19,2
2261,931,7,3
2262,932,3,2
2263,933,19,2
2264,933,12,5
2265,933,20,5
2266,934,17,1
2267,934,19,1
2268,935,17,2
2269,936,10,5
2270,936,6,1
2271,937,7,5
2272,938,12,1
2273,938,19,2
2274,938,6,3
2275,938,15,4
2276,939,7,1
2277,939,17,3
2278,939,8,1
2279,939,14,4
2280,940,17,2
2281,941,12,1
2282,941,10,3
2283,941,18,4
2284,941,2,1
2285,942,10,2
2286,942,15,5
2287,942,20,4
2288,942,19,3
2289,943,7,2
2290,943,3,1
2291,943,16,4
2292,943,12,1
2293,944,15,2
2294,944,17,4
2295,944,3,4
2296,944,4,5
2297,945,6,1
2298,946,7,5
2299,946,11,4
2300,946,20,1
2301,947,14,3
2302,947,16,5
2303,948,13,5
2304,948,12,4
2305,948,16,4
2306,949,5,1
2307,949,15,3
2308,949,4,4
2309,950,8,1
2310,950,5,1
2311,950,1,4
2312,950,4,1
2313,951,13,2
2314,951,11,3
2315,952,3,5
2316,953,15,4
2317,953,7,5
2318,953,10,3
2319,953,16,5
2320,954,18,1
2321,954,20,4
2322,954,1,1
2323,955,15,4
2324,955,11,1
2325,955,13,1
2326,955,20,2
2327,956,6,2
2328,956,16,3
2329,956,14,4
2330,957,4,4
2331,957,19,5
2332,957,16,2
2333,957,18,5
2334,958,13,3
2335,959,19,3
2336,959,13,1
2337,959,12,1
2338,959,10,5
2339,960,5,3
2340,961,19,4
2341,961,1,1
2342,961,11,4
2343,962,12,1
2344,962,14,2
2345,962,20,2
2346,963,10,1
2347,963,19,1
2348,964,4,1
2349,964,11,5
2350,964,6,3
2351,965,15,4
2352,966,9,3
2353,966,1,4
2354,966,16,5
2355,966,19,4
2356,967,19,1
2357,967,4,2
2358,967,16,3
2359,968,17,3
2360,968,11,4
2361,968,6,2
2362,968,10,4
2363,969,18,2
2364,970,9,5
2365,970,2,4
2366,970,10,2
2367,971,19,1
2368,972,9,4
2369,972,3,4
2370,972,17,2
2371,973,3,3
2372,973,10,4
2373,973,17,5
2374,974,7,3
2375,974,14,5
2376,974,13,5
2377,975,18,2
2378,975,6,5
2379,975,1,4
2380,975,17,2
2381,976,9,5
2382,976,18,2
2383,976,14,3
2384,976,2,4
2385,977,8,3
2386,977,5,4
2387,978,11,3
2388,978,3,3
2389,978,7,2
2390,978,14,3
2391,979,13,1
2392,979,8,2
2393,980,1,3
2394,980,8,4
2395,981,18,2
2396,981,14,2
2397,981,19,3
2398,981,2,2
2399,982,9,3
2400,983,2,1
2401,983,16,1
2402,984,11,5
2403,985,3,1
2404,985,14,4
2405,985,12,2
2406,986,4,5
2407,986,19,1
2408,987,16,5
2409,987,3,1
2410,987,8,3
2411,988,19,4
2412,988,13,2
2413,988,8,2
2414,989,6,2
2415,990,15,5
2416,990,14,1
2417,990,9,4
2418,991,4,4
2419,991,11,4
2420,991,18,2
2421,992,5,3
2422,992,12,3
2423,992,16,1
2424,993,2,2
2425,994,18,3
2426,994,13,1
2427,994,10,5
2428,995,15,1
2429,995,13,4
2430,996,10,3
2431,996,3,2
2432,996,8,2
2433,997,11,1
2434,997,14,4
2435,997,2,4
2436,997,9,4
2437,998,14,3
2438,998,4,5
2439,998,6,1
2440,999,14,4
2441,999,18,1
2442,999,11,1
2443,1000,15,1
2444,1000,5,4
